Name;Age;Nationality;CC;Overall;Value (EUR);Wage per week (EUR);Preferred Foot;Position;Field
Hwang Hee Chan;22;Korea Republic;KOR;72;5000000;24000;Right;ST;Attack
B. Hrgota;25;Sweden;SWE;72;4000000;24000;Left;ST;Attack
S. Polter;27;Germany;DEU;72;3600000;24000;Right;ST;Attack
Y. Al Shahrani;26;Saudi Arabia;SAU;72;3100000;24000;Right;LB;Defense
E. Prib;28;Russia;RUS;72;3100000;24000;Left;LM;Midfield
Bruno Uvini;27;Brazil;BRA;72;2900000;24000;Left;RCB;Defense
J. Morrison;32;Scotland;GBR;72;2400000;24000;Right;LCM;Midfield
J. Pereira;31;Mexico;MEX;72;2100000;24000;Right;RCB;Defense
C. Brunt;33;Northern Ireland;IRL;72;1800000;24000;Left;CM;Midfield
Y. Bissouma;21;Mali;MLI;72;5000000;23000;Right;CM;Midfield
F. Al Muwallad;23;Saudi Arabia;SAU;72;4200000;23000;Right;LM;Midfield
E. López;23;Mexico;MEX;72;4100000;23000;Left;CAM;Midfield
K. Diks;21;Netherlands;NLD;72;3700000;23000;Right;RB;Defense
A. Webster;23;England;GBR;72;3500000;23000;Right;LCB;Defense
R. Woods;24;England;GBR;72;3500000;23000;Right;CDM;Midfield
R. Elliot;32;Republic of Ireland;IRL;72;1800000;23000;Left;GK;Defense
T. Zengin;34;Turkey;TUR;72;1300000;23000;Right;GK;Defense
G. McAuley;38;Northern Ireland;IRL;72;425000;23000;Right;CB;Defense
A. Murgia;21;Italy;ITA;72;4200000;22000;Right;CM;Midfield
P. Kasami;26;Switzerland;CHE;72;3700000;22000;Left;CAM;Midfield
A. Morales;28;United States;USA;72;3100000;22000;Right;CM;Midfield
A. Andrade;29;Colombia;COL;72;3000000;22000;Right;LCM;Midfield
Paulao Junqueiras;30;Brazil;BRA;72;3000000;22000;Right;ST;Attack
V. Găman;29;Romania;ROU;72;2400000;22000;Right;RCB;Defense
M. Schmiedebach;29;Germany;DEU;72;2400000;22000;Right;CDM;Midfield
A. Federici;33;Australia;AUS;72;1600000;22000;Right;GK;Defense
J. Carrizo;34;Argentina;ARG;72;1300000;22000;Right;GK;Defense
Brandon Thomas;23;Spain;ESP;72;4400000;21000;Right;ST;Attack
C. Falletti;25;Uruguay;URY;72;3900000;21000;Right;RF;Attack
T. Carroll;26;England;GBR;72;3700000;21000;Left;CM;Midfield
V. Jovanović;22;Serbia;SRB;72;3600000;21000;Left;CB;Defense
A. Jóhannsson;27;United States;USA;72;3300000;21000;Right;ST;Attack
Jota;27;Spain;ESP;72;3300000;21000;Left;RM;Midfield
D. Lezcano;28;Paraguay;PRY;72;3200000;21000;Right;ST;Attack
J. Sala;26;Italy;ITA;72;3000000;21000;Right;RB;Defense
M. Vrančić;29;Bosnia Herzegovina;MKD;72;3000000;21000;Left;CM;Midfield
L. Ceppitelli;28;Italy;ITA;72;2800000;21000;Right;LCB;Defense
S. Naismith;31;Scotland;GBR;72;2700000;21000;Right;CAM;Midfield
V. Regini;27;Italy;ITA;72;2600000;21000;Left;LB;Defense
L. Montes;32;Mexico;MEX;72;2400000;21000;Left;CAM;Midfield
E. Ofori;23;Ghana;GHA;72;4200000;20000;Left;CM;Midfield
E. Berggreen;25;Denmark;DNK;72;4100000;20000;Right;ST;Attack
M. Ducksch;24;Germany;DEU;72;4100000;20000;Right;ST;Attack
P. Díaz;23;Chile;CHL;72;3700000;20000;Right;LCB;Defense
Álvaro;27;Spain;ESP;72;3600000;20000;Right;ST;Attack
Carleto Costinha;26;Brazil;BRA;72;3300000;20000;Right;RCM;Midfield
Mauro Riboas;26;Brazil;BRA;72;3300000;20000;Right;RAM;Midfield
A. Esswein;28;Germany;DEU;72;3100000;20000;Right;RM;Midfield
F. Kroos;27;Germany;DEU;72;3100000;20000;Right;LCM;Midfield
F. Hübner;27;Germany;DEU;72;3000000;20000;Right;LCB;Defense
A. Mena;30;Ecuador;ECU;72;2900000;20000;Left;RW;Attack
Jessé Ledeiro;30;Brazil;BRA;72;2900000;20000;Right;CAM;Midfield
A. Mosquera;28;Colombia;COL;72;2900000;20000;Right;CB;Defense
M. Cauteruccio;31;Uruguay;URY;72;2800000;20000;Right;ST;Attack
S. Hutchinson;28;England;GBR;72;2500000;20000;Right;CDM;Midfield
R. Danzé;31;France;FRA;72;2000000;20000;Right;RB;Defense
C. Trimmel;31;Austria;AUT;72;2000000;20000;Right;RB;Defense
Torrejón;32;Spain;ESP;72;1800000;20000;Right;CB;Defense
F. Pisacane;32;Italy;ITA;72;1800000;20000;Right;CB;Defense
D. Kamada;21;Japan;JPN;72;4500000;19000;Right;CF;Attack
R. Walter;23;France;FRA;72;4200000;19000;Left;CM;Midfield
R. Matos;25;Brazil;BRA;72;3900000;19000;Right;RW;Attack
K. Kerschbaumer;26;Austria;AUT;72;3600000;19000;Right;RDM;Midfield
K. Onisiwo;26;Austria;AUT;72;3300000;19000;Right;RM;Midfield
G. Hanley;26;Scotland;GBR;72;3100000;19000;Right;CB;Defense
T. Lees;27;England;GBR;72;2900000;19000;Right;RCB;Defense
M. Erdinç;31;Turkey;TUR;72;2800000;19000;Right;ST;Attack
F. Moubandje;28;Switzerland;CHE;72;2500000;19000;Left;LB;Defense
D. Siovas;29;Greece;GRC;72;2400000;19000;Left;CB;Defense
A. Tettey;32;Norway;NOR;72;1800000;19000;Right;RDM;Midfield
X. Schlager;20;Austria;AUT;72;5500000;18000;Left;LCM;Midfield
B. Srarfi;21;Tunisia;TUN;72;4600000;18000;Left;RW;Attack
L. Suárez;22;Argentina;ARG;72;4600000;18000;Left;RM;Midfield
Jon Bautista;22;Spain;ESP;72;4300000;18000;Right;ST;Attack
S. Perica;22;Croatia;HRV;72;4200000;18000;Right;ST;Attack
K. Karaman;24;Turkey;TUR;72;4100000;18000;Right;LM;Midfield
João Schmidt;25;Brazil;BRA;72;3900000;18000;Left;LCM;Midfield
S. Bahoken;26;Cameroon;CMR;72;3900000;18000;Right;ST;Attack
Y. Bammou;26;Morocco;MAR;72;3700000;18000;Right;ST;Attack
N. Murru;23;Italy;ITA;72;3500000;18000;Left;LB;Defense
A. Hoffmann;25;Germany;DEU;72;3400000;18000;Right;CB;Defense
T. Trybull;25;Germany;DEU;72;3200000;18000;Right;CDM;Midfield
T. Torun;28;Turkey;TUR;72;3100000;18000;Right;CAM;Midfield
J. Morávek;28;Czech Republic;CZE;72;3100000;18000;Right;CM;Midfield
Rogerinho;31;Brazil;BRA;72;2700000;18000;Right;CAM;Midfield
V. Belec;28;Slovenia;SVN;72;2600000;18000;Right;GK;Defense
G. Angella;29;Italy;ITA;72;2400000;18000;Right;CB;Defense
P. Arajuuri;30;Finland;FIN;72;2300000;18000;Right;RCB;Defense
Y. Cahuzac;33;France;FRA;72;1300000;18000;Right;LDM;Midfield
Otávinho Vila;34;Brazil;BRA;72;950000;18000;Right;LDM;Midfield
Hugo Rubiães;34;Brazil;BRA;72;950000;18000;Right;CDM;Midfield
I. Mbenza;22;Belgium;BEL;72;4600000;17000;Right;ST;Attack
Y. En-Nesyri;21;Morocco;MAR;72;4400000;17000;Left;LS;Attack
C. Jean;22;France;FRA;72;4200000;17000;Right;RM;Midfield
J. Nsame;25;Cameroon;CMR;72;4200000;17000;Right;ST;Attack
L. Höler;23;Germany;DEU;72;4000000;17000;Right;ST;Attack
R. Gómez;25;Argentina;ARG;72;3900000;17000;Right;LM;Midfield
A. Biyogo Poko;25;Gabon;GAB;72;3900000;17000;Right;RDM;Midfield
O. Rivero;26;Uruguay;URY;72;3900000;17000;Right;ST;Attack
S. Yago;25;Burkina Faso;BFA;72;3400000;17000;Right;RB;Defense
C. Jullien;25;France;FRA;72;3400000;17000;Right;LCB;Defense
D. Le Tallec;28;France;FRA;72;2800000;17000;Right;LCM;Midfield
L. Caldirola;27;Italy;ITA;72;2600000;17000;Left;CB;Defense
N. Höfler;28;Germany;DEU;72;2500000;17000;Right;CDM;Midfield
O. Hawsawi;34;Saudi Arabia;SAU;72;950000;17000;Right;RCB;Defense
Enzo Merques;34;Brazil;BRA;72;875000;17000;Left;LB;Defense
R. Gosens;23;Germany;DEU;72;4200000;16000;Left;LM;Midfield
T. Pledl;24;Germany;DEU;72;3900000;16000;Right;RM;Midfield
A. Adnan;24;Iraq;IRQ;72;3900000;16000;Left;LM;Midfield
I. Kiese Thelin;26;Sweden;SWE;72;3800000;16000;Right;ST;Attack
M. Sobottka;24;Germany;DEU;72;3600000;16000;Right;CDM;Midfield
S. Moreira;23;France;FRA;72;3600000;16000;Right;RB;Defense
K. Pedersen;23;Denmark;DNK;72;3500000;16000;Left;LB;Defense
L. Reyes;27;Chile;CHL;72;3500000;16000;Right;CDM;Midfield
R. McCormack;31;Scotland;GBR;72;2800000;16000;Right;LS;Attack
K. Nordfeldt;29;Sweden;SWE;72;2500000;16000;Right;GK;Defense
A. Bamba;28;Ivory Coast;CIV;72;2500000;16000;Right;RWB;Defense
E. Mulder;29;Netherlands;NLD;72;2400000;16000;Right;GK;Defense
Jorge Miramón;29;Spain;ESP;72;2400000;16000;Right;RB;Defense
R. Salinas;30;Mexico;MEX;72;2200000;16000;Right;RB;Defense
Adrián Burnabão;34;Brazil;BRA;72;1600000;16000;Right;LAM;Midfield
G. Barry;37;England;GBR;72;425000;16000;Left;CDM;Midfield
E. Buendía;21;Argentina;ARG;72;4400000;15000;Right;RM;Midfield
Rober Ibáñez;25;Spain;ESP;72;3900000;15000;Right;RM;Midfield
P. Kunde Malong;22;Cameroon;CMR;72;3700000;15000;Right;CDM;Midfield
Clinton Mata;25;Angola;AGO;72;3700000;15000;Right;RM;Midfield
F. Gaibor;26;Ecuador;ECU;72;3600000;15000;Right;RDM;Midfield
Nuno da Costa;27;Cape Verde;CPV;72;3600000;15000;Right;ST;Attack
Renato Neto;26;Brazil;BRA;72;3600000;15000;Right;CM;Midfield
R. Bauer;23;Germany;DEU;72;3400000;15000;Right;RB;Defense
L. Cabrera;26;Uruguay;URY;72;3200000;15000;Left;LCB;Defense
S. Decarli;26;Switzerland;CHE;72;3200000;15000;Right;CB;Defense
L. Benito;26;Switzerland;CHE;72;3200000;15000;Left;LB;Defense
T. Moulin;28;France;FRA;72;2800000;15000;Right;CDM;Midfield
Luís Leal;31;São Tomé & Príncipe;BRA;72;2800000;15000;Right;ST;Attack
R. Noir;31;Argentina;ARG;72;2700000;15000;Right;LM;Midfield
F. Silva;32;Chile;CHL;72;2400000;15000;Right;CM;Midfield
A. Rojas;32;Argentina;ARG;72;2400000;15000;Left;LDM;Midfield
L. Jiménez;29;Colombia;COL;72;2400000;15000;Right;LCB;Defense
R. Williams;29;Australia;AUS;72;2400000;15000;Right;LCB;Defense
E. Şen;29;Belgium;BEL;72;2400000;15000;Right;CDM;Midfield
L. Lollo;31;Argentina;ARG;72;2100000;15000;Right;CB;Defense
R. Wolf;30;Germany;DEU;72;2000000;15000;Right;GK;Defense
M. Goicoechea;30;Uruguay;URY;72;2000000;15000;Right;GK;Defense
E. Özgenç;33;Turkey;TUR;72;1200000;15000;Right;RB;Defense
Timo Triano;34;Brazil;BRA;72;950000;15000;Right;LDM;Midfield
Jorge Carvallinho;34;Brazil;BRA;72;950000;15000;Left;RCB;Defense
F. Romagna;21;Italy;ITA;72;6000000;14000;Right;RCB;Defense
M. Rodríguez;23;Chile;CHL;72;4300000;14000;Right;LM;Midfield
L. Phiri;23;South Africa;ZAF;72;4200000;14000;Right;CM;Midfield
A. Dioussé;20;Senegal;SEN;72;4000000;14000;Left;CDM;Midfield
J. Bahebeck;25;France;FRA;72;4000000;14000;Right;ST;Attack
C. Fassnacht;24;Switzerland;CHE;72;3900000;14000;Right;RM;Midfield
C. Knasmüllner;26;Austria;AUT;72;3900000;14000;Right;CAM;Midfield
T. Savanier;26;France;FRA;72;3800000;14000;Right;LCM;Midfield
Vesga;25;Spain;ESP;72;3500000;14000;Left;CDM;Midfield
G. Fofana;25;France;FRA;72;3500000;14000;Right;CDM;Midfield
I. Diomandé;25;Ivory Coast;CIV;72;3500000;14000;Right;CDM;Midfield
P. Stenzel;22;Germany;DEU;72;3500000;14000;Right;RB;Defense
A. Scholz;25;Denmark;DNK;72;3400000;14000;Right;CB;Defense
Thiago Alminxa;26;Brazil;BRA;72;3400000;14000;Right;ST;Attack
Walter Silvieiro;26;Brazil;BRA;72;3400000;14000;Right;ST;Attack
Zhang Xizhe;27;China PR;CHN;72;3300000;14000;Right;RF;Attack
D. Čop;28;Croatia;HRV;72;3200000;14000;Right;ST;Attack
N. Boilesen;26;Denmark;DNK;72;3100000;14000;Left;LB;Defense
B. Sarmiento;28;Argentina;ARG;72;3100000;14000;Right;CAM;Midfield
Nilsito Vilela;30;Brazil;BRA;72;3000000;14000;Right;ST;Attack
S. Sam;30;Germany;DEU;72;2900000;14000;Left;LM;Midfield
Leordinho Paes;30;Brazil;BRA;72;2900000;14000;Left;LAM;Midfield
B. Corgnet;31;France;FRA;72;2700000;14000;Right;RM;Midfield
S. Vittor;29;Argentina;ARG;72;2700000;14000;Right;RCB;Defense
Hao Junmin;31;China PR;CHN;72;2700000;14000;Right;LCM;Midfield
Elustondo;31;Spain;ESP;72;2700000;14000;Right;CM;Midfield
Marlion Simões;26;Brazil;BRA;72;2600000;14000;Left;LB;Defense
P. Ankersen;27;Denmark;DNK;72;2600000;14000;Right;RB;Defense
Gao Lin;32;China PR;CHN;72;2500000;14000;Right;ST;Attack
Hong Jeong Ho;28;Korea Republic;KOR;72;2500000;14000;Right;RCB;Defense
Kiko Olivas;29;Spain;ESP;72;2400000;14000;Right;RCB;Defense
M. Günok;29;Turkey;TUR;72;2400000;14000;Right;GK;Defense
A. Elmohamady;30;Egypt;EGY;72;2200000;14000;Right;RB;Defense
L. Sigali;31;Argentina;ARG;72;2100000;14000;Right;RCB;Defense
N. Asare;31;Ghana;GHA;72;2000000;14000;Left;LB;Defense
V. Figueroa;34;Argentina;ARG;72;1600000;14000;Right;LM;Midfield
Alessinito;34;Brazil;BRA;72;950000;14000;Right;RDM;Midfield
Jonas Damasto;34;Brazil;BRA;72;875000;14000;Left;LB;Defense
L. Mothiba;22;South Africa;ZAF;72;4900000;13000;Right;ST;Attack
Allano;23;Brazil;BRA;72;4600000;13000;Left;RM;Midfield
R. Sallai;21;Hungary;HUN;72;4600000;13000;Right;LW;Attack
A. Castro;23;Argentina;ARG;72;4300000;13000;Left;LM;Midfield
P. Gerkens;23;Belgium;BEL;72;4200000;13000;Right;RF;Attack
F. Quignon;25;Argentina;ARG;72;4100000;13000;Left;LCM;Midfield
A. Blin;21;France;FRA;72;4000000;13000;Right;CDM;Midfield
P. Bernardoni;21;France;FRA;72;3900000;13000;Left;GK;Defense
S. van de Streek;25;Netherlands;NLD;72;3800000;13000;Right;CAM;Midfield
Vigaray;23;Spain;ESP;72;3600000;13000;Right;RB;Defense
A. Barboza;23;Argentina;ARG;72;3500000;13000;Left;LCB;Defense
Luismi;26;Spain;ESP;72;3400000;13000;Right;CDM;Midfield
Josué Sá;26;Portugal;PRT;72;3300000;13000;Right;CB;Defense
O. Şişmanoğlu;28;Germany;DEU;72;3200000;13000;Right;ST;Attack
Danilo;26;Brazil;BRA;72;3000000;13000;Left;LB;Defense
O. El Hajjam;27;Morocco;MAR;72;2900000;13000;Right;RB;Defense
G. Vural;30;Turkey;TUR;72;2900000;13000;Left;LB;Defense
L. Carole;27;France;FRA;72;2900000;13000;Left;LWB;Defense
F. Fontanini;28;Argentina;ARG;72;2800000;13000;Right;LCB;Defense
Yu Hanchao;31;China PR;CHN;72;2700000;13000;Left;LM;Midfield
R. Métanire;28;Madagascar;MDG;72;2500000;13000;Right;RB;Defense
S. Badji;28;Senegal;SEN;72;2500000;13000;Right;RDM;Midfield
N. Jelavić;32;Croatia;HRV;72;2500000;13000;Right;RS;Attack
Y. Abdelhamid;30;Morocco;MAR;72;2300000;13000;Left;LCB;Defense
Tito;32;Spain;ESP;72;1700000;13000;Right;RB;Defense
Rafael Leão;19;Portugal;PRT;72;6500000;12000;Right;ST;Attack
M. Thuram;20;France;FRA;72;4600000;12000;Right;LM;Midfield
N. De la Cruz;21;Uruguay;URY;72;4400000;12000;Right;CAM;Midfield
J. Otero;23;Colombia;COL;72;4400000;12000;Right;RM;Midfield
S. Gustafson;23;Sweden;SWE;72;4200000;12000;Left;RCM;Midfield
M. Møller Dæhli;23;Norway;NOR;72;4200000;12000;Right;LM;Midfield
D. Bouanga;23;Gabon;GAB;72;4200000;12000;Right;LM;Midfield
P. Lasogga;26;Germany;DEU;72;3900000;12000;Right;ST;Attack
J. van Overeem;24;Netherlands;NLD;72;3900000;12000;Right;CDM;Midfield
J. Barreiro;24;Colombia;COL;72;3900000;12000;Right;CB;Defense
M. Demir;26;Turkey;TUR;72;3800000;12000;Right;ST;Attack
B. Jeannot;26;France;FRA;72;3800000;12000;Right;ST;Attack
Fernando Canesín;26;Brazil;BRA;72;3800000;12000;Right;RAM;Midfield
J. Garro;25;Argentina;ARG;72;3700000;12000;Right;LM;Midfield
F. Zuqui;26;Argentina;ARG;72;3600000;12000;Right;RM;Midfield
J. Arango;27;Colombia;COL;72;3600000;12000;Right;LS;Attack
R. Strieder;25;Germany;DEU;72;3300000;12000;Right;CDM;Midfield
S. Abdullahi;25;Nigeria;NGA;72;3300000;12000;Right;CB;Defense
B. Linssen;27;Netherlands;NLD;72;3300000;12000;Right;LW;Attack
R. Sigurjónsson;28;Iceland;ISL;72;3100000;12000;Right;CM;Midfield
E. Karaca;28;Turkey;TUR;72;3100000;12000;Right;RM;Midfield
C. Riaño;29;Argentina;ARG;72;3100000;12000;Right;ST;Attack
S. Koç;29;Germany;DEU;72;3000000;12000;Right;RM;Midfield
T. Chery;30;Netherlands;NLD;72;2900000;12000;Left;CAM;Midfield
Jairinhazo;30;Brazil;BRA;72;2900000;12000;Right;RAM;Midfield
J. Fernández;30;Argentina;ARG;72;2900000;12000;Left;LM;Midfield
I. Mboyo;31;Belgium;BEL;72;2800000;12000;Right;ST;Attack
M. Flekken;25;Netherlands;NLD;72;2800000;12000;Right;GK;Defense
Sandelas Júnior;26;Brazil;BRA;72;2700000;12000;Left;LDM;Midfield
T. Chevalier;31;France;FRA;72;2700000;12000;Right;LS;Attack
Aitor;27;Spain;ESP;72;2600000;12000;Right;GK;Defense
L. Ariaudo;29;Italy;ITA;72;2400000;12000;Left;CB;Defense
T. Barnetta;33;Switzerland;CHE;72;1900000;12000;Right;CAM;Midfield
Diego Ângelo;32;Brazil;BRA;72;1800000;12000;Left;LCB;Defense
Clayton Fildeiras;34;Brazil;BRA;72;1600000;12000;Right;RAM;Midfield
E. Hallfreðsson;34;Iceland;ISL;72;1500000;12000;Left;LCM;Midfield
Joshuando Sá;34;Brazil;BRA;72;875000;12000;Left;LB;Defense
A. Walke;35;Germany;DEU;72;725000;12000;Right;GK;Defense
A. Al Habsi;36;Oman;OMN;72;425000;12000;Right;GK;Defense
M. Zaracho;20;Argentina;ARG;72;6000000;11000;Right;RM;Midfield
B. Kamara;18;France;FRA;72;6000000;11000;Right;CB;Defense
Carlos Fernández;22;Spain;ESP;72;5000000;11000;Left;LS;Attack
O. Idrissi;22;Netherlands;NLD;72;4400000;11000;Right;LW;Attack
A. Bouzat;24;Argentina;ARG;72;4300000;11000;Left;RW;Attack
B. Trawally;23;Gambia;GMB;72;4300000;11000;Right;LS;Attack
L. Andersen;23;Denmark;DNK;72;4300000;11000;Right;LS;Attack
A. González;24;Argentina;ARG;72;4200000;11000;Right;RW;Attack
Adrián Marín;21;Spain;ESP;72;4100000;11000;Left;LB;Defense
J. Correa;25;Argentina;ARG;72;4000000;11000;Right;ST;Attack
M. Saymak;25;Netherlands;NLD;72;4000000;11000;Right;CAM;Midfield
R. Koch;21;Germany;DEU;72;4000000;11000;Right;LDM;Midfield
F. Eboa Eboa;21;Cameroon;CMR;72;3800000;11000;Right;CB;Defense
S. Scuffet;22;Italy;ITA;72;3800000;11000;Right;GK;Defense
G. Giménez;26;Argentina;ARG;72;3600000;11000;Left;RCM;Midfield
A. Milić;24;Croatia;HRV;72;3500000;11000;Left;LB;Defense
Cristian Lodeira;26;Brazil;BRA;72;3400000;11000;Right;ST;Attack
Josué da Feira;26;Brazil;BRA;72;3400000;11000;Right;ST;Attack
A. Briançon;23;France;FRA;72;3400000;11000;Right;RCB;Defense
K. Kusk;26;Denmark;DNK;72;3300000;11000;Left;RM;Midfield
D. Zabala;26;Uruguay;URY;72;3300000;11000;Right;RM;Midfield
A. Khubulov;27;Russia;RUS;72;3300000;11000;Right;RM;Midfield
W. Owusu;28;Ghana;GHA;72;3200000;11000;Right;ST;Attack
C. Bernardi;28;Argentina;ARG;72;3100000;11000;Right;RM;Midfield
N. Mushekwi;30;Zimbabwe;ZWE;72;3000000;11000;Left;ST;Attack
A. Büyük;30;Turkey;TUR;72;2900000;11000;Right;LM;Midfield
V. Ayala;30;Paraguay;PRY;72;2900000;11000;Right;CM;Midfield
S. Koroki;31;Japan;JPN;72;2800000;11000;Right;LS;Attack
M. Kosanović;28;Serbia;SRB;72;2800000;11000;Left;CB;Defense
R. Bobadilla;31;Paraguay;PRY;72;2800000;11000;Right;ST;Attack
Vieiraldo Junior;26;Brazil;BRA;72;2700000;11000;Left;LDM;Midfield
S. Gakpé;31;Togo;TGO;72;2700000;11000;Right;RM;Midfield
D. Morales;31;Argentina;ARG;72;2700000;11000;Right;CAM;Midfield
O. Hurmacı;31;Turkey;TUR;72;2700000;11000;Right;LM;Midfield
S. Ben Youssef;29;Tunisia;TUN;72;2700000;11000;Right;LCB;Defense
Jeff Meirson;26;Brazil;BRA;72;2600000;11000;Left;LB;Defense
J. Börner;27;Germany;DEU;72;2600000;11000;Left;RCB;Defense
D. Riascos;32;Colombia;COL;72;2500000;11000;Right;ST;Attack
L. Abecasis;28;Argentina;ARG;72;2500000;11000;Right;RB;Defense
O. Nyland;27;Norway;NOR;72;2500000;11000;Right;GK;Defense
I. Seck;28;Senegal;SEN;72;2500000;11000;Left;CDM;Midfield
F. Sammaritano;32;France;FRA;72;2400000;11000;Right;LM;Midfield
Welinton;29;Brazil;BRA;72;2400000;11000;Right;CB;Defense
N. Bertolo;32;Argentina;ARG;72;2400000;11000;Right;LM;Midfield
M. van der Werff;29;Netherlands;NLD;72;2400000;11000;Right;RCB;Defense
M. Torsiglieri;30;Argentina;ARG;72;2300000;11000;Left;LCB;Defense
Porphirinho;30;Brazil;BRA;72;2300000;11000;Right;LDM;Midfield
Alexandre Frandeira;30;Brazil;BRA;72;2300000;11000;Right;LCB;Defense
C. Chimino;30;Argentina;ARG;72;2200000;11000;Right;RB;Defense
J. Schunke;31;Argentina;ARG;72;2100000;11000;Right;RCB;Defense
M. Pérez García;33;Argentina;ARG;72;1900000;11000;Left;LM;Midfield
Varela;33;Portugal;PRT;72;1900000;11000;Right;LM;Midfield
Santi da Bruma;34;Brazil;BRA;72;1600000;11000;Right;ST;Attack
C. Molinaro;34;Italy;ITA;72;875000;11000;Left;LB;Defense
C. Robinson;23;Republic of Ireland;IRL;72;4600000;10000;Right;LM;Midfield
S. Coopman;23;Belgium;BEL;72;4200000;10000;Right;CAM;Midfield
A. Ömür;19;Turkey;TUR;72;4200000;10000;Left;RM;Midfield
L. Menossi;24;Argentina;ARG;72;4000000;10000;Right;RDM;Midfield
A. Maher;24;Netherlands;NLD;72;3900000;10000;Right;LCM;Midfield
A. Cubas;22;Argentina;ARG;72;3700000;10000;Right;RCM;Midfield
Joselu;27;Spain;ESP;72;3600000;10000;Right;ST;Attack
L. Olaza;23;Uruguay;URY;72;3600000;10000;Left;LB;Defense
D. Villalpando;26;Mexico;MEX;72;3600000;10000;Right;CAM;Midfield
J. Okore;25;Denmark;DNK;72;3400000;10000;Right;RCB;Defense
R. Holzhauser;25;Austria;AUT;72;3400000;10000;Left;CDM;Midfield
J. Filipović;25;Croatia;HRV;72;3300000;10000;Right;RCB;Defense
D. Dessoleil;25;Belgium;BEL;72;3300000;10000;Left;RCB;Defense
D. Sinkgraven;22;Netherlands;NLD;72;3300000;10000;Left;LB;Defense
M. Abeid;25;Algeria;DZA;72;3200000;10000;Right;CDM;Midfield
D. Pavelka;27;Czech Republic;CZE;72;3100000;10000;Right;LCM;Midfield
P. Rubio;29;Chile;CHL;72;3100000;10000;Right;ST;Attack
R. Strebinger;25;Austria;AUT;72;2900000;10000;Right;GK;Defense
F. Lértora;27;Argentina;ARG;72;2900000;10000;Right;CDM;Midfield
F. Cerro;30;Argentina;ARG;72;2900000;10000;Right;CM;Midfield
G. Lajud;24;Mexico;MEX;72;2900000;10000;Right;GK;Defense
R. Thelander;26;Denmark;DNK;72;2700000;10000;Right;CB;Defense
E. Stevens;27;Republic of Ireland;IRL;72;2600000;10000;Left;LWB;Defense
R. Delgado;28;Argentina;ARG;72;2500000;10000;Left;LB;Defense
T. Aoyama;32;Japan;JPN;72;2400000;10000;Right;CM;Midfield
D. Milićević;32;Bosnia Herzegovina;MKD;72;2400000;10000;Right;CAM;Midfield
C. Basham;29;England;GBR;72;2400000;10000;Right;RCB;Defense
Pimentiscinho;30;Brazil;BRA;72;2300000;10000;Left;LDM;Midfield
D. N'Dinga;30;Congo;COG;72;2300000;10000;Right;CDM;Midfield
Vágner Corraldo;30;Brazil;BRA;72;2200000;10000;Left;LB;Defense
G. Sara;30;Argentina;ARG;72;2000000;10000;Right;GK;Defense
Zeng Cheng;31;China PR;CHN;72;1900000;10000;Right;GK;Defense
I. Canuto;32;Argentina;ARG;72;1800000;10000;Right;RCB;Defense
Thiago Cionek;32;Poland;POL;72;1800000;10000;Right;RCB;Defense
C. Medjani;33;Algeria;DZA;72;1300000;10000;Right;RDM;Midfield
J. Bottinelli;33;Argentina;ARG;72;1300000;10000;Left;LCB;Defense
Martos;34;Spain;ESP;72;950000;10000;Right;LCB;Defense
A. Çamdalı;34;Germany;DEU;72;950000;10000;Right;RDM;Midfield
S. Pellissier;39;Italy;ITA;72;900000;10000;Right;ST;Attack
M. Lehmann;35;Germany;DEU;72;725000;10000;Right;CDM;Midfield
F. Coloccini;36;Argentina;ARG;72;425000;10000;Right;CB;Defense
M. Cuisance;18;France;FRA;72;5500000;9000;Left;CM;Midfield
S. Bastien;21;Belgium;BEL;72;4800000;9000;Right;CAM;Midfield
Murilo;23;Brazil;BRA;72;4300000;9000;Left;RM;Midfield
Camacho;24;Portugal;PRT;72;4300000;9000;Right;LW;Attack
D. Álvarez;23;Mexico;MEX;72;4200000;9000;Right;RM;Midfield
R. Alvarado;19;Mexico;MEX;72;4200000;9000;Left;CAM;Midfield
Ricardo Ryller;24;Brazil;BRA;72;4100000;9000;Right;CM;Midfield
A. Henríquez;24;Chile;CHL;72;4000000;9000;Right;ST;Attack
Ronaldo Vieira;19;England;GBR;72;4000000;9000;Right;CDM;Midfield
K. Schindler;24;Ghana;GHA;72;3900000;9000;Right;RS;Attack
F. Angileri;24;Argentina;ARG;72;3700000;9000;Left;LB;Defense
Sebá;26;Brazil;BRA;72;3700000;9000;Left;LW;Attack
T. Cardona;22;Argentina;ARG;72;3600000;9000;Left;LCB;Defense
J. Egan;25;Republic of Ireland;IRL;72;3500000;9000;Right;CB;Defense
J. Uronen;23;Finland;FIN;72;3500000;9000;Left;LB;Defense
G. Di Lorenzo;24;Italy;ITA;72;3400000;9000;Right;RB;Defense
I. Ávila;27;Peru;PER;72;3300000;9000;Right;ST;Attack
T. Necid;28;Czech Republic;CZE;72;3200000;9000;Right;ST;Attack
J. Galván;26;Argentina;ARG;72;3200000;9000;Right;CB;Defense
C. Gytkjær;28;Denmark;DNK;72;3200000;9000;Right;ST;Attack
Quique;28;Spain;ESP;72;3200000;9000;Left;RS;Attack
Roberto Torres;29;Spain;ESP;72;3000000;9000;Right;CAM;Midfield
